critic,fresh,imdb,publication,quote,review_date,rtid,title
Anthony Puccinelli,rotten,117913,Chicago Reader,"Like many artists today, Grisham and Schumacher exploit racial tension without understanding it.",1/01/2000,98812198,A Time to Kill
James Berardinelli,fresh,117913,ReelViews,"Despite certain drawbacks, A Time to Kill is involving, energetic, and occasionally thought-provoking. All things considered, this film will make for a worthwhile trip to the cinema for all, not just those who have time to kill.",1/01/2000,98812198,A Time to Kill
Mike Clark,rotten,117913,USA Today,A handsome but riotously cluttered melodrama with maybe 145 subplots.,1/01/2000,98812198,A Time to Kill
Daniel M. Kimmel,fresh,115530,Variety,"A three-character, one-set chamber piece, pic lacks the bravura moments of the film version of the playwright's Glengarry Glen Ross",29/04/2005,15611,American Buffalo
Jeff Millar,rotten,114266,Houston Chronicle,"There are bits of the three-episode Rendezvous in Paris that are, if not like watching paint dry, like watching the painter spackle the picture-hook holes and edge around the windows.",1/01/2000,573372719,Les rendez-vous de Paris
James Berardinelli,fresh,114266,ReelViews,"As with many of his other films, Rohmer proves that social intercourse can be as delightful as the sexual variety.",1/01/2000,573372719,Les rendez-vous de Paris
Mick LaSalle,fresh,114266,San Francisco Chronicle,"Somehow Rohmer keeps it fresh, if only because, after more than 30 years of making the same movie, there can be no doubt he's sincere.",1/01/2000,573372719,Les rendez-vous de Paris
Laura Miller,rotten,114266,Salon.com,"Rohmer proves that sometimes shriveled fruit yields the strongest juice, provided you squeeze hard enough.",1/01/2000,573372719,Les rendez-vous de Paris
Roger Ebert,fresh,114266,Chicago Sun-Times,One of the best of his works.,1/01/2000,573372719,Les rendez-vous de Paris
Janet Maslin,fresh,114266,New York Times,"Precise, simple and deeply serious beneath their breezy and seductive surface, these stories enchantingly explore love's little treacheries and the stubborn immutability of human nature.",1/01/2000,573372719,Les rendez-vous de Paris
Lou Lumenick,fresh,134618,New York Post,"Doesn't quite achieve its goal, but this overgrown little movie does offer solid laughs, engaging performances and a captivating setting.",1/01/2000,12982,"Mystery, Alaska"
Peter Stack,fresh,134618,San Francisco Chronicle,"Mystery, Alaska is a raucous come-from-nowhere sports movie that scores big.",1/01/2000,12982,"Mystery, Alaska"
David Hunter,rotten,134618,Hollywood Reporter,A hybrid of sports movies and TV sitcoms with little originality and few surprises or memorably rough edges.,1/01/2000,12982,"Mystery, Alaska"
Susan Stark,rotten,134618,Detroit News,"The Detroit Red Wings' season begins Saturday. Why enrich Disney's coffers for a shameless piece of cinematic junk like Mystery, Alaska when you can see the real thing?",1/01/2000,12982,"Mystery, Alaska"
Roger Ebert,fresh,134618,At the Movies,"Mystery, Alaska is sweet, pleasant, low-key, inoffensive and unnecessary.",1/01/2000,12982,"Mystery, Alaska"
Sean Means,fresh,134618,Film.com,Raucously funny.,1/01/2000,12982,"Mystery, Alaska"
Gene Seymour,fresh,134618,Newsday,"Mystery, Alaska is fun to watch, even if you're not a hockey fan, thanks to an appealing cast and some exciting game scenes.",1/01/2000,12982,"Mystery, Alaska"
Cody Clark,rotten,134618,Mr. Showbiz,More hockey and less quirky drama might have saved this yawner.,1/01/2000,12982,"Mystery, Alaska"
Tom Keogh,fresh,134618,Film.com,"Roach has to deal with some pure corn at the end, but he pulls it off and guides the actors to and through far better moments.",1/01/2000,12982,"Mystery, Alaska"
Stephen Holden,fresh,134618,New York Times,Conveys some of the thrill and ferocity of ice hockey while skillfully folding together multiple personal dramas.,1/01/2000,12982,"Mystery, Alaska"
John Petrakis,rotten,134618,Chicago Tribune,"There is no denying Kelley's ability to write a funny one-liner or pen a poignant speech, but this frustrating film has the potential to be much more than it is, especially with the collection of able actors on hand.",1/01/2000,12982,"Mystery, Alaska"
Jeff Millar,rotten,134618,Houston Chronicle,Overpopulated with characters.,1/01/2000,12982,"Mystery, Alaska"
Jay Carr,rotten,134618,Boston Globe,Kelley is obviously aware that to make the move from TV to films he must fill his scripts with greater depth and density.,1/01/2000,12982,"Mystery, Alaska"
Chris Colin,rotten,134618,Salon.com,It contains nothing more than weather and a set of one-dimensional cut-outs.,1/01/2000,12982,"Mystery, Alaska"
Desmond Ryan,rotten,116756,Philadelphia Inquirer,"In his Hollywood debut, Shaq more or less played himself as a coveted college center in William Friedkin's excellent Blue Chips. Kazaam is a compelling argument for keeping him on the court and as far away from a movie set as possible.",29/05/2013,12291,Kazaam
John Petrakis,rotten,116756,Chicago Tribune,Are you bored yet?,29/05/2013,12291,Kazaam
Jay Boyar,rotten,116756,Orlando Sentinel,"I'd call the film innocuous, except that Max's gangster dad is apparently an Italian-American and the movie's main villain is an Arab. Do kids really need these stereotypes reinforced? There's also more violence here than you might expect.",29/05/2013,12291,Kazaam
Owen Gleiberman,rotten,116756,Entertainment Weekly,"Kazaam never brings off the trick we most want to see: It fails to make the jolly, 7-foot-1 Shaq larger than life.",7/09/2011,12291,Kazaam
Godfrey Cheshire,rotten,116756,Variety,"Too gritty, violent and downbeat for tykes, it's also a bit juvenile and fairy tale-like for teens and older auds.",26/03/2009,12291,Kazaam
Lawrence Van Gelder,rotten,116756,New York Times,"As fairy tale, buddy comedy, family drama, thriller or rap revue, Kazaam is simply uninspired and unconvincing, and Mr. O'Neal, who can carry a basketball team, lacks the charisma to rescue this misguided effort.",20/05/2003,12291,Kazaam
Esther Iverem,rotten,116756,Washington Post,"The movie's producers could use a genie of their own. Surely, if granted three wishes, they could have produced a better film.",22/01/2002,12291,Kazaam
Jack Mathews,rotten,116756,Los Angeles Times,The gloomy psychology detracts from the film's magic elements.,14/02/2001,12291,Kazaam
Roger Ebert,rotten,116756,Chicago Sun-Times,"As for Shaquille O'Neal, given his own three wishes the next time, he should go for a script, a director and an interesting character.",1/01/2000,12291,Kazaam
Mick LaSalle,rotten,116756,San Francisco Chronicle,"One thing is for certain: When a genie movie doesn't come up with satisfying wishes, it's a sure sign it's not really interested in genies but in putting a seven-foot basketball player in a funny outfit.",1/01/2000,12291,Kazaam
James Berardinelli,rotten,116756,ReelViews,"This is as witless as movies come -- an unamusing, moronic blend of horrible acting and inept screenwriting.",1/01/2000,12291,Kazaam
Susan Wloszczyna,rotten,116756,USA Today,The story blares its lessons like a shameless after-school TV special.,1/01/2000,12291,Kazaam
,rotten,116823,USA Today,"Manages to eke out only infrequent, peanut-size pleasures along its lumbering way.",1/01/2000,265864969,Larger Than Life
Justin Chang,fresh,118073,Variety,A considerably better second installment than one usually encounters.,18/05/2008,12342,A Very Brady Sequel
Mick LaSalle,fresh,118073,San Francisco Chronicle,"As a satire of a sitcom that wasn't funny, it's often at its funniest when it's purposely stale.",18/06/2002,12342,A Very Brady Sequel
Roger Ebert,rotten,118073,Chicago Sun-Times,"I didn't laugh much during A Very Brady Sequel, but I did smile a lot.",1/01/2000,12342,A Very Brady Sequel
Susan Wloszczyna,fresh,118073,USA Today,Still delivers diverting comic fluff for the bland clan's fans.,1/01/2000,12342,A Very Brady Sequel
James Berardinelli,rotten,118073,ReelViews,"No incarnation of the Brady Bunch, no matter how cleverly satirized, can use up an hour and a half's screen time without making the audience feel like they've overdosed.",1/01/2000,12342,A Very Brady Sequel
Desson Thomson,fresh,118073,Washington Post,"A Very Brady Sequel isn't great, but it's enjoyable.",1/01/2000,12342,A Very Brady Sequel
Janet Maslin,fresh,118073,New York Times,The new film hints mischievously at the kind of dysfunction that would truly bring the Brady bunch up to date.,1/01/2000,12342,A Very Brady Sequel
Tom Milne,fresh,61495,Time Out,Wryly and delightfully witty.,24/06/2006,19684,La collectionneuse
Vincent Canby,rotten,61495,New York Times,"It's as if the film were a kind of living notebook for what Rohmer was to do later, with greater ease and refinement.",9/05/2005,19684,La collectionneuse
Dave Kehr,fresh,61495,Chicago Reader,"Rohmer's impossibly light, graceful way of posing profound moral questions hasn't yet wholly coalesced, though this 1966 film does have his soft, slow rhythm.",1/01/2000,19684,La collectionneuse
Dave Calhoun,fresh,71691,Time Out,The conflict between logic and the unknowable is as fascinating and exciting for us as it clearly is for Herzog.,3/07/2013,19476,Jeder für sich und Gott gegen alle
Roger Ebert,fresh,71691,Chicago Sun-Times,A lyrical film about the least lyrical of men.,4/01/2008,19476,Jeder für sich und Gott gegen alle
Richard Eder,fresh,71691,New York Times,Every Man is a superb movie because Mr. Herzog has managed to treat the fable in stunning human and dramatic terms.,9/05/2005,19476,Jeder für sich und Gott gegen alle
Andy Seiler,fresh,115472,USA Today,It's the woodsy children's movie Walt Disney didn't want to make: chockablock with mischievous mayhem and light on the sap.,1/01/2000,9870,The Adventures of Pinocchio
Joe Leydon,rotten,116707,Variety,"Unfortunately, nothing that any of the humans contribute to Joe's Apartment is nearly as interesting as the musical numbers and comedy riffs of the cockroaches.",12/05/2008,11905,Joe's Apartment
Janet Maslin,rotten,116707,New York Times,Some viewers will still want to reach for the Raid.,20/05/2003,11905,Joe's Apartment
Kevin Thomas,rotten,116707,Los Angeles Times,"John Payson's Joe's Apartment may well have been a funny MTV short, but stretched to feature length it's got to be the most putrid picture since The Garbage Pail Kids Movie nearly a decade ago.",14/02/2001,11905,Joe's Apartment
James Berardinelli,rotten,116707,ReelViews,"There's not enough story here for something half that length, so we're subjected to numerous pointless and irritating song-and-dance numbers designed to nudge the lame plot towards its conclusion.",1/01/2000,11905,Joe's Apartment
Roger Ebert,rotten,116707,Chicago Sun-Times,"The insects have obnoxious, piping little voices and sound like the Chipmunks had inhaled helium.",1/01/2000,11905,Joe's Apartment
Andy Seiler,rotten,116707,USA Today,So much up-to- the-minute technology hasn't been used for so disastrous a product since the Hindenburg.,1/01/2000,11905,Joe's Apartment
Gene Siskel,fresh,117438,Chicago Tribune,The special nature of this story is its many climaxes that border on false endings and also how Gibson's character responds to the ransom demand of $2 million.... it is Gibson who sells us on it and sells it well.,22/01/2014,15243,Ransom
Desson Thomson,rotten,117438,Washington Post,"There are more climaxes in here than in a Swedish blue movie. This is not to say you won't be thrilled, charged up and put through the ringer at times, but your intelligence will need to be shoved under your seat like warm, flat soda.",22/01/2014,15243,Ransom
Steven Rea,rotten,117438,Philadelphia Inquirer,"That's interesting stuff, but it doesn't play out with a lot of smarts. And the opportunity to end Ransom on a creepy note of unpredictability is forsaken for the usual glass-shattering, bullets-flying finale.",22/01/2014,15243,Ransom
Jay Boyar,rotten,117438,Orlando Sentinel,"With a mechanical movie like this, filmmakers -- male or female -- can't take chances. Howard and company are hostages to their own conception.",22/01/2014,15243,Ransom
